"","","","Writing:","Do you ever use the other hand?","Drawing:","Do you ever use the other hand?","Throwing:","Do you ever use the other hand?","Using Scissors:","Do you ever use the other hand?","Using a Toothbrush:","Do you ever use the other hand?","Using a Knife (without a fork):","Do you ever use the other hand?","Using a Spoon:","Do you ever use the other hand?","Using a Broom (upper hand):","Do you ever use the other hand?","Striking a Match:","Do you ever use the other hand?","Opening a Box (holding the lid):","Do you ever use the other hand?","Holding a Computer Mouse:","Do you ever use the other hand?","Using a Key to Unlock a Door:","Do you ever use the other hand?","Holding a Hammer:","Do you ever use the other hand?","Holding a Brush or Comb:","Do you ever use the other hand?","Holding a Cup while Drinking:","Do you ever use the other hand?","LATERALITY INDEX","DECILE"
"A00059074","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00031607","Adult- Age 22-59","V1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00037522","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00035378","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00037531","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00065185","ONE_DAY-Age 6","VA","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","2","0","3","0","2","1","3","0","2","1","2","1","3","1","80","5TH RIGHT"
"A00023510","Adult- Age 22-59","V1","3","0","3","0","1","0","3","0","3","0","1","0","3","0","3","1","3","1","1","0","3","0","3","0","3","0","3","1","3","1","30","MIDDLE"
"A00066698","ONE_DAY-AGE 9-10","VA","3","0","3","0","3","1","3","0","2","1","3","0","3","0","1","1","2","1","3","0","3","0","3","0","3","0","3","0","2","1","60","2ND RIGHT"
"A00043758","Adolescent- Age  16-17","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00038285","Adult-Age 18-21","V1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","1","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00033673","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00060372","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","80","5TH RIGHT"
"A00062144","ONE_DAY-Age 15","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","3","0","3","1","3","0","3","1","2","1","90","7TH RIGHT"
"A00056022","Child- Ages 9-10","V1","3","0","3","0","3","0","2","1","2","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","80","5TH RIGHT"
"A00038520","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00040757","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","90","7TH RIGHT"
"A00061284","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","1","1","3","0","3","0","3","0","3","1","3","1","75","4TH RIGHT"
"A00057786","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00039249","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00060185","Older Adult- Age 65-85","V1","3","1","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00051927","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","1","1","3","1","3","1","3","0","3","1","3","0","3","0","3","0","70","3RD RIGHT"
"A00051023","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","1","75","4TH RIGHT"
"A00062416","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","1","3","1","3","1","3","0","90","7TH RIGHT"
"A00061802","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","80","5TH RIGHT"
"A00028552","Older Adult- Age 60-64","V1","3","1","3","1","3","1","3","1","3","1","1","1","3","1","1","1","1","0","1","0","3","1","1","0","3","1","1","1","1","1","0","MIDDLE"
"A00064415","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00053577","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","70","3RD RIGHT"
"A00066784","ONE_DAY-AGE 12","VA","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00043240","Child - Age 15","V1","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","1","1","0","1","0","3","1","3","0","1","0","1","1","1","1","-90","7TH LEFT"
"A00041505","Adult- Age 22-59","V1","1","1","1","1","3","1","1","1","2","1","3","0","1","0","1","0","3","0","1","0","3","1","3","1","1","0","2","1","2","1","-20","MIDDLE"
"A00061210","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","0","1","1","3","0","3","1","2","1","75","4TH RIGHT"
"A00060407","Adult- Age 22-59","V1","3","1","3","0","3","1","2","1","2","1","3","1","3","1","3","1","3","1","1","1","3","1","3","1","3","0","2","1","2","1","35","MIDDLE"
"A00033609","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00039084","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","1","3","0","3","1","2","1","2","1","3","1","3","0","3","1","3","0","3","1","2","1","60","2ND RIGHT"
"A00037396","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","1","1","1","3","1","3","1","3","0","3","1","3","1","70","3RD RIGHT"
"A00065820","ONE_DAY-Age 9-10","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","2","1","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00054441","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","100","10TH RIGHT"
"A00033963","Older Adult- Age 65-85","V1","3","1","3","0","3","0","3","0","2","1","1","1","3","0","3","0","3","1","2","1","3","0","3","1","3","1","2","1","2","1","55","1ST RIGHT"
"A00055121","ENROLLED","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","2","1","2","1","85","6TH RIGHT"
"A00032008","Child- Age 6","V1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0!WithErrors!","MIDDLE!WithErrors!"
"A00066087","ONE_DAY","VA","3","0","3","0","3","0","3","0","2","1","1","1","1","1","3","1","3","0","3","0","3","1","3","0","3","0","2","1","2","1","55","1ST RIGHT"
"A00066820","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00040301","Adult- Age 22-59","V1","1","0","1","0","3","0","3","1","1","1","3","0","1","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","2","1","15","MIDDLE"
"A00064580","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00054482","Older Adult- Age 65-85","V1","3","1","3","1","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","75","4TH RIGHT"
"A00061263","ONE_DAY- Age 22-59","VA","3","1","3","0","2","1","3","0","2","1","2","1","2","1","2","1","3","0","2","1","3","1","3","1","2","1","2","1","2","1","35","MIDDLE"
"A00061749","ONE_DAY-AGE 13","VA","3","0","3","0","3","0","3","0","3","0","1","1","3","0","1","1","2","1","2","1","3","0","3","0","3","0","3","1","3","1","50","1ST RIGHT"
"A00037112","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00037582","Adult- Age 22-59","V1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","3","1","1","0","1","0","1","0","1","0","-100","10TH LEFT"
"A00028929","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","100","10TH RIGHT"
"A00060306","Older Adult- Age 65-85","V1","3","1","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","70","3RD RIGHT"
"A00043324","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00040351","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","75","4TH RIGHT"
"A00062926","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00028430","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00040740","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","2","1","3","0","2","1","3","0","2","0","2","1","75","4TH RIGHT"
"A00073529","ENROLLED","VA_ALG","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00055541","Child- Ages 9-10","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","2","0","3","1","3","0","3","0","3","0","3","0","3","0","75","4TH RIGHT"
"A00043721","ENROLLED","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00055419","Child Age 15","V1","3","0","3","0","3","0","3","0","3","0","2","1","3","1","2","1","2","1","2","1","3","0","3","0","2","1","3","1","3","1","55","1ST RIGHT"
"A00039118","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00058318","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00055267","Child Age 13","V1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","1","70","3RD RIGHT"
"A00044291","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","2","1","3","0","3","0","3","0","3","0","3","1","75","4TH RIGHT"
"A00057182","ENROLLED","V1","3","0","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","60","2ND RIGHT"
"A00062923","ONE_DAY-Age 65-85","VA","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","1","3","1","85","6TH RIGHT"
"A00038213","Adult-Age 18-21","V1","1","0","1","0","1","1","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","0","1","1","1","1","-80","5TH LEFT"
"A00040462","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00057203","ENROLLED","V1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","2","1","2","1","2","1","3","0","2","1","3","0","3","1","2","1","50","1ST RIGHT"
"A00051513","Adult- Age 22-59","V1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","70","3RD RIGHT"
"A00035337","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00035869","Child-Age 12","V1","1","1","1","1","1","1","3","1","1","0","1","0","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","-50","2ND LEFT"
"A00037111","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","100","10TH RIGHT"
"A00051603","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","1","2","1","95","9TH RIGHT"
"A00039463","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","1","1","3","0","3","1","3","0","3","1","3","1","65","2ND RIGHT"
"A00028822","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","2","1","3","0","3","0","3","0","2","1","3","0","85","6TH RIGHT"
"A00065486","ONE_DAY-Age 8","VA","3","0","1","1","3","0","3","0","3","1","3","1","1","1","2","0","2","0","3","1","3","0","2","0","2","0","2","0","1","1","35","MIDDLE"
"A00038706","Child- Age 13","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00053202","Adult- Age 22-59","V1","1","0","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","0","1","1","3","0","1","0","1","0","1","0","1","1","-80","5TH LEFT"
"A00031217","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","90","7TH RIGHT"
"A00051063","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","2","0","2","0","1","1","3","1","80","5TH RIGHT"
"A00066697","ONE_DAY-AGE 9-10","VA","3","1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","1","1","2","1","3","0","3","0","3","0","2","1","1","1","60","2ND RIGHT"
"A00073288","ONE_DAY-AGE 9-10","VA","3","1","3","0","3","0","3","0","3","0","3","1","3","0","1","1","3","0","1","1","3","0","1","1","3","0","3","0","1","1","60","2ND RIGHT"
"A00039657","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00037377","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00037387","Adult-Age 18-21","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00052613","Child - Age 14","V1","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","2","1","85","6TH RIGHT"
"A00061727","ONE_DAY- Age 18-21","VA","3","0","3","0","3","1","2","1","3","0","2","1","3","1","3","0","3","1","3","1","3","0","3","1","3","1","3","0","3","1","60","2ND RIGHT"
"A00037476","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00038642","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","70","3RD RIGHT"
"A00037124","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","2","1","3","1","3","0","3","1","3","1","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00063110","ONE_DAY- Age 22-59","VA","1","0","1","0","1","0","1","0","1","1","3","0","1","0","1","1","2","1","2","1","3","0","3","1","1","0","3","0","2","1","-50","2ND LEFT"
"A00034400","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00051658","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","80","5TH RIGHT"
"A00066156","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00051456","Older Adult- Age 60-64","V1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","60","2ND RIGHT"
"A00059734","Child Age 6","V1","3","0","3","1","3","1","2","1","2","1","2","0","2","1","3","1","2","0","2","1","3","0","3","1","3","1","3","1","3","1","25","MIDDLE"
"A00028399","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","1","2","1","2","1","2","1","3","0","3","1","3","0","3","1","2","1","55","1ST RIGHT"
"A00044100","Adult- Age 22-59","V1","1","0","1","0","3","0","3","0","1","0","3","0","1","0","3","1","3","0","1","0","3","0","3","0","3","0","3","0","1","0","-5","MIDDLE"
"A00039607","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","70","3RD RIGHT"
"A00055160","ENROLLED","V1","3","1","3","1","3","1","3","0","2","1","2","1","2","1","2","1","3","0","2","1","3","1","2","1","3","0","2","1","1","1","35","MIDDLE"
"A00066314","ONE_DAY-AGE 13","VA","1","0","1","0","3","0","2","0","2","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","2","0","3","1","30","MIDDLE"
"A00060602","ENROLLED","VA_ALG","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","95","9TH RIGHT"
"A00031166","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","2","1","3","0","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00043325","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","3","0","3","1","85","6TH RIGHT"
"A00028784","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00039257","Adult- Age 22-59","V1","1","1","1","0","1","0","3","0","1","0","2","1","1","0","3","0","1","0","1","1","1","0","3","0","1","0","1","0","1","0","-40","1ST LEFT"
"A00054153","Older Adult- Age 60-64","V1","1","0","1","1","1","0","1","1","1","1","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","1","1","-85","6TH LEFT"
"A00027443","Child - Age 15","V1","3","1","3","0","3","0","3","0","3","1","3","0","3","1","2","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00038831","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00043383","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","1","3","1","3","1","2","1","90","7TH RIGHT"
"A00066232","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","80","5TH RIGHT"
"A00029127","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","0","2","1","2","1","2","1","3","0","3","1","3","0","3","1","3","1","60","2ND RIGHT"
