"","","","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","FINANCIAL SUBSCALE (RISK TAKING)","ETHICAL SUBSCALE (RISK TAKING)","HEALTH/SAFETY SUBSCALE (RISK TAKING)","RECREATIONAL SUBSCALE (RISK TAKING)","SOCIAL SUBSCALE(RISK TAKING)","RISK TAKING OVERALL SCALE SCORE","ETHICAL SUBSCALE (RISK PERCEPTION)","FINANCIAL SUBSCALE (RISK PERCEPTION)","HEALTH/SAFETY SUBSCALE (RISK PERCEPTION)","RECREATIONAL SUBSCALE(RISK PERCEPTION)","SOCIAL SUBSCALE (RISK PERCEPTION)","OVERALL SCALE TOTAL SCORE RISK PERCEPTION","ETHICAL SUBSCALE (EXPECTED BENEFITS)","FINANCIAL SUBSCALE (EXPECTED BENEFITS)","HEALTH/SAFETY SUBSCALE (EXPECTED BENEFITS)","RECREATIONAL SUBSCALE (EXPECTED BENEFITS)","SOCIAL SUBSCALE (EXPECTED BENEFITS)","OVERALL SCALE TOTAL (EXPECTED BENEFITS)"
"A00037266","Adult- Age 22-59","V2","7","7","3","6","1","7","4","2","1","1","1","5","3","6","2","1","5","7","5","2","7","6","1","1","5","5","7","7","1","1","1","5","6","5","7","1","5","7","7","7","7","6","7","4","7","7","3","5","6","7","3","6","5","6","6","7","5","5","7","6","4","4","4","7","1","6","3","7","1","1","1","3","1","4","1","1","1","5","4","1","7","4","1","3","4","1","4","5","1","1","29","12","16","22","38","117","35","33","36","37","25","166","11","30","6","17","27","91"
"A00044405","Adult- Age 22-59","V2","7","5","5","5","1","1","1","3","3","1","1","1","1","5","5","2","1","5","5","1","3","3","1","5","1","1","1","3","2","1","1","3","5","2","7","7","7","5","7","7","7","7","7","5","6","4","7","5","4","7","5","3","4","4","7","7","6","6","7","7","1","3","4","4","1","1","1","4","2","1","1","1","1","4","2","2","1","4","4","1","4","3","2","4","2","1","4","4","1","1","24","10","10","18","18","80","39","29","38","32","28","166","8","21","8","15","17","69"
"A00040806","Adult- Age 22-59","V2","5","7","1","5","1","7","4","1","1","1","1","7","4","1","7","1","1","1","5","1","5","1","6","1","7","1","1","7","1","1","1","5","3","1","7","6","6","7","7","7","6","7","7","3","7","7","7","4","7","7","5","6","7","7","4","7","1","2","7","1","2","2","7","1","7","2","2","7","7","7","1","2","7","4","7","7","1","2","1","7","4","2","1","1","1","7","1","1","7","1","16","12","17","25","23","93","35","25","42","36","21","159","31","23","30","13","12","109"
"A00033232","Adult- Age 22-59","V2","7","5","1","5","1","2","6","1","2","1","1","4","2","1","2","1","3","5","6","3","5","5","1","5","6","6","6","5","2","2","1","4","6","1","6","7","2","6","7","7","7","4","6","6","7","6","4","4","4","6","4","3","6","3","3","5","1","2","6","1","6","4","4","6","1","4","5","4","4","1","1","2","1","4","3","1","3","5","4","2","6","4","1","5","5","2","5","3","2","5","17","10","16","25","34","102","34","27","34","27","13","135","17","25","12","20","29","103"
"A00058952","ENROLLED","V2","7","6","1","4","1","1","1","1","1","1","1","1","6","1","1","1","1","3","7","1","7","1","1","5","6","1","5","5","1","1","1","1","7","7","7","7","4","7","7","7","7","6","1","7","7","7","7","7","1","6","1","5","6","5","5","6","1","2","7","5","1","7","1","1","1","1","4","1","1","1","1","1","6","1","1","1","1","1","7","1","7","4","1","6","4","1","6","4","1","2","11","6","6","31","26","80","40","41","39","20","14","154","7","6","6","31","26","76"
"A00035798","Adult- Age 22-59","V2","5","5","1","3","1","1","3","1","1","1","1","1","3","1","1","1","1","2","1","1","5","5","1","1","1","3","5","4","1","1","1","2","7","4","7","7","3","7","7","7","7","7","7","7","7","7","7","4","7","7","3","2","5","7","2","4","1","2","7","1","5","5","1","4","1","1","4","1","1","1","1","1","1","1","1","1","1","4","1","1","4","4","1","1","1","2","4","4","1","7","9","6","8","12","27","62","36","36","37","32","12","153","12","12","7","10","25","66"
"A00040104","Older Adult- Age 65-85","V2","6","2","1","7","2","3","5","1","1","2","1","3","1","1","2","2","1","4","1","1","4","3","2","1","1","2","2","6","1","1","2","5","7","2","3","3","3","7","7","6","7","6","7","7","6","6","6","4","7","7","4","4","3","6","6","6","3","3","6","2","4","2","1","6","1","4","2","1","2","3","1","3","1","1","1","1","1","4","1","1","5","3","1","1","1","1","4","5","2","2","17","10","10","7","26","70","30","33","31","38","19","151","14","16","6","7","23","66"
"A00028246","Adult- Age 22-59","V2","7","2","1","1","2","3","4","1","1","2","1","2","1","1","1","1","1","2","1","1","4","5","5","1","1","1","3","3","1","1","1","4","7","3","4","4","1","6","7","5","7","4","6","7","7","7","4","4","6","7","3","1","5","7","7","7","4","3","7","7","3","7","1","4","1","4","4","2","1","3","2","3","3","3","1","1","1","3","4","1","3","3","3","4","4","1","3","4","1","1","8","9","11","7","26","61","37","31","34","37","13","152","11","16","8","24","20","79"
"A00037545","Adult- Age 22-59","V2","7","5","1","3","1","6","5","1","1","1","4","4","5","1","1","1","1","2","5","1","6","6","7","5","5","1","1","5","1","1","2","2","7","2","7","2","2","7","7","7","4","6","3","7","7","7","5","6","6","7","2","3","3","5","5","5","5","5","7","5","4","5","1","4","1","4","3","1","1","2","2","2","3","1","1","1","2","2","3","1","5","3","2","2","4","2","2","3","1","1","12","11","12","29","30","94","35","35","34","25","19","148","10","11","9","19","20","69"
"A00065487","ONE_DAY- Age 22-59","VA","6","5","1","2","3","1","1","1","1","1","1","2","2","1","1","1","1","2","1","1","2","5","2","1","1","1","5","6","1","1","1","2","4","3","1","4","2","4","7","7","4","4","4","4","7","6","7","4","5","7","5","2","3","4","5","7","2","3","6","5","3","5","2","3","5","3","4","3","1","1","3","4","4","3","1","1","1","4","3","1","5","4","2","3","4","1","6","6","2","2","9","6","9","11","25","60","35","23","32","24","15","129","10","19","11","22","28","90"
"A00065478","ONE_DAY- Age 22-59","VA","7","7","1","6","1","1","7","1","1","1","5","3","7","1","1","1","5","6","7","1","7","7","7","7","7","6","7","7","1","1","1","2","7","1","7","7","4","6","7","4","6","6","4","5","7","4","6","6","6","7","3","4","5","3","5","6","4","4","6","4","2","7","6","4","1","2","2","2","7","2","7","2","7","2","1","1","1","4","7","1","7","7","1","7","7","1","4","4","1","1","18","6","21","40","42","127","32","31","38","26","20","147","14","20","6","42","26","108"
"A00065790","ONE_DAY- Age 22-59","VA","5","2","1","4","3","4","5","1","2","2","1","1","1","1","4","4","3","2","5","1","4","5","6","5","3","4","3","4","3","3","2","3","5","4","4","5","3","6","5","5","6","6","5","6","4","3","4","4","3","6","4","4","3","4","4","5","4","5","4","3","3","2","3","4","3","3","3","2","2","5","2","3","2","2","3","2","1","3","3","1","3","3","3","3","2","2","4","3","2","3","10","18","21","17","26","92","25","31","26","25","22","129","17","17","13","14","19","80"
"A00053474","Adult-Age 18-21","V2","6","5","1","4","2","1","1","1","3","1","2","1","6","1","2","2","1","1","6","1","6","2","2","6","3","3","2","4","2","2","1","3","7","7","6","6","7","7","3","7","5","7","4","7","6","5","7","7","2","7","2","5","5","1","4","5","5","5","5","2","4","4","1","1","2","2","1","1","6","2","4","1","4","1","2","1","1","1","6","1","4","1","1","5","4","1","3","4","2","4","9","11","11","28","21","80","28","42","36","19","25","150","17","6","8","27","17","75"
"A00065717","ONE_DAY-Age 60-64","VA","7","7","1","5","1","1","7","1","1","1","1","3","6","1","1","1","1","2","1","1","7","7","6","1","2","5","1","4","1","1","1","2","7","5","2","2","1","7","7","4","6","3","2","7","7","3","3","5","7","7","1","1","2","5","5","4","1","1","6","1","1","5","1","4","1","2","1","1","1","1","1","2","3","1","1","1","1","3","1","1","7","7","1","1","1","2","1","7","1","4","13","6","15","18","33","85","23","34","25","27","6","115","10","12","7","12","24","65"
"A00040543","Adult-Age 18-21","V2","4","7","1","4","1","1","3","1","1","1","1","1","5","1","1","1","1","1","6","1","7","2","1","5","1","1","1","1","1","3","5","3","7","7","7","7","4","7","7","7","7","7","3","7","7","6","7","7","3","7","4","3","4","4","6","6","5","3","3","4","4","3","6","4","1","1","4","1","1","1","1","1","4","1","1","1","1","1","5","1","4","3","1","4","2","2","3","4","2","4","9","8","6","25","18","66","34","42","38","26","24","164","10","14","7","19","22","72"
"A00066864","ENROLLED","VA_ALG","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4","1","1","1","3","7","7","7","7","4","7","7","7","4","7","4","7","7","7","7","7","4","7","7","4","7","4","7","7","4","4","7","7","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4","1","1","1","1","3","4","1","1","6","6","6","6","16","40","42","42","42","26","24","176","6","6","6","6","17","41"
"A00035562","Adult- Age 22-59","V2","6","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","4","4","1","4","2","1","1","1","1","4","4","1","1","2","4","7","5","7","7","4","7","7","7","7","4","4","4","7","7","5","4","4","7","4","1","6","7","5","7","5","1","7","7","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","4","1","1","1","1","1","1","4","1","1","10","6","7","10","21","54","42","31","39","31","17","160","6","9","6","9","15","45"
"A00066153","ONE_DAY","VA","6","5","4","4","5","4","5","3","2","3","5","4","5","2","4","3","1","4","4","2","5","5","6","5","3","5","4","5","4","3","1","2","5","4","3","3","4","6","5","4","4","3","4","7","3","4","4","5","2","3","1","2","2","1","2","1","2","1","2","3","4","4","3","4","2","3","4","3","2","2","4","4","3","1","2","2","1","4","4","1","7","4","2","4","4","4","2","4","2","4","21","19","23","27","30","120","21","30","16","15","11","93","15","19","12","23","25","94"
"A00051678","Older Adult- Age 65-85","V2","6","1","1","7","2","2","5","1","1","1","1","5","2","1","1","1","1","5","6","1","4","5","5","1","1","3","1","1","5","2","1","3","7","2","5","3","3","7","6","6","7","5","6","7","7","5","7","6","3","7","3","5","6","6","4","6","2","2","6","4","1","5","7","7","4","4","3","7","3","5","1","7","5","7","1","1","1","7","5","1","7","2","1","1","7","1","1","7","2","2","20","12","13","12","22","79","30","34","38","29","16","147","17","42","9","24","21","113"
"A00040462","Adult- Age 22-59","V2","6","6","1","7","5","5","6","1","2","2","6","2","6","1","1","1","1","6","7","1","6","2","1","7","3","2","7","7","2","1","4","4","5","2","5","3","4","6","7","5","3","5","5","6","6","6","7","5","6","7","5","6","7","5","6","7","1","2","6","2","4","6","3","7","2","5","4","3","1","2","3","4","5","3","1","2","1","5","6","1","6","6","1","6","3","2","7","6","2","4","18","13","11","35","34","111","29","29","39","29","22","148","16","25","8","29","33","111"
"A00028994","Adult- Age 22-59","V2","7","7","1","1","1","2","2","1","1","1","5","1","5","1","1","1","1","1","6","1","2","2","2","5","6","1","6","6","1","1","1","1","7","7","7","6","2","7","7","7","4","7","5","7","7","6","7","7","2","7","3","5","5","1","2","7","4","5","7","6","4","7","1","1","1","2","3","1","1","1","4","1","4","1","1","2","1","1","4","1","6","3","1","4","4","1","4","5","1","2","6","7","7","34","25","79","39","42","40","15","20","156","9","6","6","27","25","73"
"A00032007","Adult-Age 18-21","V2","7","2","1","4","5","4","7","1","1","1","1","4","1","2","1","3","1","4","2","1","7","6","2","1","1","6","2","4","1","3","1","4","7","4","5","4","2","6","7","7","7","6","6","5","6","4","7","6","1","7","6","4","6","7","6","2","3","5","7","1","6","1","1","1","4","1","5","1","1","1","1","1","1","1","5","3","1","6","1","1","7","7","2","1","1","4","4","4","1","7","16","13","16","8","33","86","30","34","33","31","21","149","14","11","17","6","33","81"
"A00039758","Older Adult- Age 65-85","V2","6","1","1","7","1","5","6","1","1","1","1","1","5","1","2","2","1","6","1","1","6","7","2","1","1","1","2","7","1","1","1","5","7","4","7","3","5","7","7","6","7","6","4","7","7","4","6","4","6","7","4","4","6","7","5","6","1","4","6","1","1","4","6","4","1","4","5","6","2","2","1","4","4","5","6","2","1","5","3","1","6","6","7","1","2","1","2","6","1","3","17","11","8","10","34","80","27","35","39","34","19","154","14","30","17","15","26","102"
"A00066013","ENROLLED","VA_ALG","1","1","1","7","1","1","6","1","1","1","1","1","1","1","1","6","1","1","1","1","6","6","5","1","1","1","1","7","1","1","1","2","6","3","6","6","3","6","6","3","5","5","4","5","7","3","7","7","7","7","3","3","6","7","7","7","2","2","5","1","2","6","3","6","1","4","3","4","2","2","3","3","4","4","2","1","1","4","6","1","6","5","1","5","5","1","4","6","2","5","12","11","10","6","27","66","24","32","40","32","14","142","16","24","7","29","26","102"
"A00053456","Older Adult- Age 65-85","V2","1","1","1","7","1","2","5","1","2","1","1","5","3","1","1","1","1","5","1","1","3","6","2","1","2","1","1","6","1","1","1","7","7","2","7","6","3","7","7","7","7","4","6","7","7","7","7","4","7","7","4","2","6","7","5","7","6","2","7","7","1","7","1","7","1","1","4","1","1","1","1","4","1","1","1","1","1","4","1","1","7","4","1","1","1","1","1","4","1","1","20","8","7","9","22","66","41","31","41","39","18","170","6","18","6","12","21","63"
"A00035943","Adult- Age 22-59","V2","6","6","1","1","5","1","5","1","1","1","1","1","7","1","5","3","2","1","1","1","5","4","6","1","1","1","6","1","1","1","2","2","7","7","5","7","6","7","7","7","5","7","2","7","7","5","7","7","5","7","1","3","5","7","7","6","3","2","6","5","4","6","2","2","3","2","4","2","1","1","2","1","6","2","1","2","1","2","3","1","7","4","2","3","2","1","6","4","2","2","6","8","20","17","27","78","37","42","37","28","17","161","10","11","9","22","29","81"
"A00065865","ONE_DAY-Age 65-85","VA","7","1","1","5","1","5","7","1","3","1","5","5","5","1","1","5","1","1","1","1","3","6","2","1","5","2","1","6","1","2","1","7","6","3","7","2","4","7","6","6","5","5","4","7","7","4","5","6","7","6","5","4","6","7","4","6","3","2","3","2","1","2","4","4","1","4","4","3","3","2","2","3","3","2","1","1","1","4","2","1","4","4","1","1","3","1","3","5","1","4","14","17","8","18","30","87","23","34","37","34","19","147","15","20","6","13","21","75"
"A00035744","Adult- Age 22-59","V2","5","7","5","1","6","3","7","4","1","2","7","1","7","5","7","7","1","1","7","1","3","3","7","6","3","1","5","1","1","1","1","1","7","2","7","4","7","7","7","6","1","7","1","7","1","2","1","7","1","2","7","4","7","1","2","7","7","1","7","7","4","7","1","1","4","1","1","1","1","1","7","1","7","1","1","1","1","1","7","4","1","3","4","7","4","1","1","3","1","1","17","15","23","37","24","116","33","37","25","7","27","129","6","6","15","39","13","79"
"A00053546","Adult-Age 18-21","V2","5","1","1","6","4","2","2","1","7","1","5","5","7","2","7","3","1","4","7","1","3","4","1","7","4","6","7","2","3","2","1","3","5","4","2","6","4","5","6","7","7","3","4","3","2","3","2","3","2","5","5","1","7","4","2","2","1","3","2","1","1","1","2","4","2","1","2","1","6","1","4","5","4","4","1","1","1","4","6","1","2","6","1","4","6","1","1","4","1","4","19","18","20","31","23","111","25","23","20","22","15","105","14","20","7","25","16","82"
"A00040257","Older Adult- Age 65-85","V2","5","1","1","3","1","3","6","1","1","2","1","1","2","1","1","3","1","1","1","1","1","6","3","1","1","1","2","4","1","3","3","6","6","5","7","3","5","7","7","3","7","3","3","7","5","3","7","4","7","7","2","4","7","7","7","5","2","3","7","2","1","4","4","4","1","3","4","4","4","2","1","2","1","4","3","1","1","4","1","1","6","4","4","1","4","1","4","6","3","3","8","13","8","7","24","60","25","32","38","37","19","151","16","22","11","12","25","86"
"A00029075","Older Adult- Age 65-85","V2","1","5","1","6","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","5","2","1","1","1","5","6","1","1","1","1","3","7","2","7","7","7","7","7","7","7","2","7","7","7","7","7","6","7","7","3","6","7","7","7","3","3","3","7","6","4","1","1","4","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","3","1","1","1","1","2","4","3","1","1","15","6","10","10","16","57","41","31","38","38","23","171","6","12","7","6","16","47"
"A00043384","Adult-Age 18-21","V2","5","6","1","4","1","4","3","1","1","1","1","4","6","1","5","2","1","4","1","1","5","5","6","1","1","5","5","2","1","1","2","3","7","3","6","4","5","7","7","7","7","4","4","7","6","4","7","5","6","7","5","5","6","7","5","6","4","4","7","2","2","3","4","4","1","3","2","4","1","2","1","3","3","4","1","1","1","3","2","1","5","3","1","1","2","1","4","3","1","3","15","10","19","16","25","85","31","33","38","32","25","159","11","22","6","12","19","70"
"A00054895","Adult- Age 22-59","V2","7","1","1","7","1","1","7","1","1","1","1","3","1","1","1","1","1","5","5","1","7","7","2","1","1","1","1","5","1","1","1","5","7","2","6","5","1","7","7","7","7","6","7","7","7","7","6","3","2","7","2","2","6","7","7","7","5","1","6","7","4","4","1","6","1","2","7","1","1","1","1","5","1","1","1","1","1","6","6","1","7","4","1","1","1","1","3","7","1","1","18","6","7","10","34","75","39","32","39","35","12","157","7","20","6","14","32","79"
"A00039249","Adult- Age 22-59","V2","7","5","1","6","1","5","3","1","3","1","1","6","2","1","6","1","7","2","6","2","3","3","1","2","6","7","7","7","4","1","3","1","3","2","7","6","4","6","7","5","7","3","4","3","3","2","2","4","5","6","7","6","7","6","4","5","3","2","3","5","1","2","3","4","1","4","3","1","5","4","1","5","3","1","6","1","2","4","4","1","4","1","1","2","4","4","4","6","3","1","17","15","24","22","30","108","28","21","30","27","25","131","18","18","15","16","19","86"
"A00025566","Older Adult- Age 65-85","V2","2","1","1","3","1","5","6","1","1","1","7","5","7","1","1","1","1","1","3","1","4","6","1","5","1","3","2","6","1","1","3","7","7","5","7","2","2","7","7","6","7","3","7","7","7","7","6","3","4","7","2","2","7","3","6","3","3","3","6","1","1","1","1","4","1","5","4","1","1","2","1","4","1","1","1","1","1","4","2","1","4","4","1","3","2","2","4","5","1","2","12","10","8","24","26","80","29","32","37","34","15","147","12","15","7","10","22","66"
"A00057203","ENROLLED","V2","6","7","4","5","2","5","5","1","1","4","5","5","7","3","4","1","2","2","7","5","7","5","7","7","7","7","6","6","1","3","1","2","5","5","6","4","4","6","6","5","3","5","2","6","6","6","5","6","1","5","1","3","3","1","2","4","1","5","7","1","1","6","1","2","1","5","4","1","2","2","3","2","6","1","1","1","1","1","7","2","7","3","3","7","6","4","4","4","2","6","20","15","27","40","35","137","29","33","29","11","15","117","18","8","12","35","23","96"
"A00062285","ONE_DAY- Age 22-59","VA","4","1","1","5","1","4","6","1","1","1","1","1","1","1","1","1","1","4","7","1","4","1","1","1","1","1","2","1","1","7","2","2","7","1","7","2","1","7","7","7","7","6","7","7","7","5","6","5","3","6","5","3","6","7","6","7","1","1","7","1","4","1","1","7","1","2","5","1","1","1","1","1","1","1","1","3","1","4","4","1","3","2","1","1","1","1","4","2","1","1","13","15","6","12","18","64","29","33","39","32","13","146","9","15","6","9","20","59"
"A00008399","Adult- Age 22-59","V2","3","2","1","4","3","3","3","1","2","1","1","2","2","1","5","2","1","2","2","1","3","3","3","2","1","1","2","3","3","1","2","3","6","5","3","3","4","6","6","6","6","5","5","5","5","5","7","5","5","7","4","4","4","4","4","5","3","3","5","5","2","2","4","4","3","3","2","4","3","2","3","4","3","4","3","2","1","5","3","1","5","3","2","3","3","2","2","5","2","4","11","12","14","10","17","64","30","32","31","27","20","140","16","25","12","17","19","89"
"A00038522","Adult- Age 22-59","V2","5","1","1","1","2","1","4","1","4","1","3","2","5","2","5","5","1","5","5","1","7","4","5","4","1","6","4","4","1","2","1","3","7","7","6","7","7","7","7","5","6","7","4","7","7","5","7","5","5","7","5","5","5","5","7","7","5","5","7","4","1","1","1","4","1","2","1","1","1","1","2","4","2","1","1","1","1","4","3","1","4","4","3","1","3","3","4","4","1","4","12","14","20","19","28","93","35","40","39","30","28","172","10","15","10","12","18","65"
"A00059662","ONE_DAY- Age 22-59","VA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A00053578","Adult-Age 18-21","V2","5","1","1","1","1","1","1","1","1","1","1","1","5","1","7","1","1","1","1","1","7","7","1","1","1","1","3","4","1","6","6","7","7","7","7","7","7","7","7","7","7","7","3","7","5","7","7","7","7","7","1","4","7","7","7","7","3","3","7","3","7","4","1","1","1","1","1","1","4","4","1","1","4","1","2","1","1","1","1","1","7","4","1","1","1","1","4","2","1","4","6","11","12","10","27","66","38","42","40","38","24","182","15","6","7","12","25","65"
"A00052307","Adult- Age 22-59","V2","5","4","2","2","3","3","4","2","1","1","5","1","4","2","2","2","1","1","2","1","6","3","4","2","1","1","1","1","1","4","2","3","5","5","4","4","4","4","6","6","3","7","5","5","6","4","5","4","5","6","1","3","3","4","4","5","2","4","5","3","1","1","4","4","3","2","2","4","2","2","3","1","3","4","3","2","1","4","2","1","7","3","2","2","2","1","2","2","2","4","10","12","12","18","20","72","28","30","29","24","16","127","14","21","11","13","17","76"
"A00038642","Adult- Age 22-59","V2","5","7","4","4","5","5","5","6","4","2","1","1","4","6","5","1","3","4","6","3","7","4","3","7","5","5","5","3","2","6","1","1","4","4","4","4","4","2","4","6","6","4","3","3","3","6","5","3","2","5","2","2","4","4","4","4","3","3","4","3","2","4","4","4","4","4","4","4","4","4","4","4","3","5","3","1","1","2","3","3","7","4","1","7","7","1","2","2","2","5","25","20","24","30","29","128","27","20","25","20","15","107","20","23","13","28","21","105"
