"","","","I am not a worrier","I like to have a lot of people around me.","I enjoy concentrating on a fantasy or daydream and exploring all its possibilities, letting it grow and develop.","I try to be courteous to everyone I meet.","I keep my belongings neat and clean.","At times I have felt bitter and resentful.","I laugh easily.","I think it's interesting to learn and develop new hobbies.","At times I bully or flatter people into doing what I want them to.","I'm pretty good about pacing myself so as to get things done on time.","When I'm under a great deal of stress, sometimes I feel like I'm going to pieces.","I prefer jobs that let me work alone without being bothered by other people.","I am intrigued by the patterns I find in art and nature.","Some people think I'm selfish and egotistical.","I often come into situations without being fully prepared.","I rarely feel lonely or blue.","I really enjoy talking to people.","I believe letting students hear controversial speakers can only confuse and mislead them.","If someone starts a fight, I'm ready to fight back.","I try to perform all the tasks assigned to me conscientiously.","I often feel tense and jittery.","I like to be where the action is.","Poetry has little or no effect on me.","I'm better than most people, and I know it.","I have a clear set of goals and work toward them in an orderly fashion.","Sometimes I feel completely worthless.","I shy away from crowds of people.","I would have difficulty just letting my mind wander without control or guidance.","When I've been insulted, I just try to forgive and forget.","I waste a lot of time before settling down to work.","I rarely feel fearful or anxious.","I often feel as if I'm bursting with energy.","I seldom notice the moods or feelings that different environments produce.","I tend to assume the best about people.","I work hard to accomplish my goals.","I often get angry at the way people treat me.","I am a cheerful, high-spirited person.","I experience a wide range of emotions or feelings.","Some people think of me as cold and calculating.","When I make a commitment, I can always be counted on to follow through.","Too often, when things go wrong, I get discouraged and feel like giving up.","I don't get much pleasure from chatting with people.","Sometimes when I am reading poetry or looking at a work or art, I feel a chill or wave of excitement.","I have no sympathy for beggars.","Sometimes I'm not as dependable or reliable as I should be.","I am seldom sad or depressed.","My life is fast-paced.","I have little interest in speculating on the nature of the universe or the human condition.","I generally try to be thoughtful and considerate.","I am a productive person who always gets the job done.","I often feel helpless and want someone else to solve my problems.","I am a very active person.","I have a lot of intellectual curiosity.","If I don't like people, I let them know it.","I never seem to be able to get organized.","At times I have been so ashamed I just wanted to hide.","I would rather go my own way than be a leader of others.","I often enjoy playing with theories or abstract ideas.","If necessary, I am willing to manipulate people to get what I want.","I strive for excellence in everything I do.","N Total","E TOTAL","O TOTAL","A TOTAL","C TOTAL","SEX","Age","N T-score","E T-score","O T- Score","A T-Score","C T-Score"
"A00033834","Adult- Age 22-59","V1","0","2","2","4","3","0","4","3","4","4","0","4","4","4","3","0","4","3","4","4","0","1","3","4","2","0","4","3","4","4","0","2","3","4","4","0","4","1","4","4","0","4","2","4","4","0","2","3","4","3","0","4","4","4","4","0","4","1","4","3","0","39","32","48","42","2","51","25","66","54","75","64"
"A00065611","ONE_DAY-Age 60-64","VA","1","3","3","3","3","2","3","4","3","3","3","1","2","3","3","1","4","3","1","4","3","3","1","4","3","0","4","3","3","3","3","3","3","4","4","2","4","3","4","4","0","4","1","3","4","0","2","3","4","4","0","3","3","3","4","0","4","2","3","3","15","38","31","38","42","2","63","41","65","53","58","64"
"A00050815","Adult- Age 22-59","V1","3","2","3","3","3","3","4","4","3","3","3","3","4","4","3","3","4","4","3","4","1","3","4","3","3","3","4","4","3","2","3","3","3","3","3","1","4","4","3","4","2","4","4","4","4","3","2","4","4","3","1","3","4","2","4","3","0","4","3","3","29","36","46","38","39","1","44","64","64","75","64","61"
"A00052613","Child - Age 14","V1","0","4","4","4","4","4","4","4","3","4","0","4","4","4","3","0","0","0","0","4","1","3","0","1","4","2","2","1","2","2","0","2","4","3","4","1","3","1","4","4","0","4","3","3","1","4","1","2","4","4","0","4","0","4","4","0","4","4","3","4","12","35","27","35","42","1","14","40","63","50","59","66"
"A00039952","Older Adult- Age 65-85","V1","1","3","4","3","2","4","4","3","3","3","3","0","4","3","1","3","4","4","1","3","1","2","3","3","1","3","3","4","3","1","2","2","3","3","3","2","3","3","3","3","3","4","4","3","1","3","1","3","3","3","3","3","3","3","3","2","2","3","2","3","30","31","41","33","27","2","65","60","53","69","49","41"
"A00037110","Adult- Age 22-59","V1","2","4","1","4","3","2","4","3","4","4","2","1","3","4","3","2","4","3","2","4","2","3","2","4","2","1","3","2","3","4","2","2","3","3","3","2","2","3","3","4","2","2","2","3","4","4","4","0","4","3","0","3","3","3","4","2","1","1","4","3","23","33","26","41","41","2","52","51","56","45","63","63"
"A00034193","Adult- Age 22-59","V1","3","2","3","4","3","3","1","4","0","4","1","3","3","4","2","3","3","4","2","4","2","4","2","2","2","1","3","3","1","3","3","1","3","4","4","2","3","2","0","4","2","3","2","3","4","2","4","2","4","4","2","4","2","2","3","1","4","3","0","3","25","35","33","26","40","2","27","54","60","56","36","61"
"A00037117","Adult- Age 22-59","V1","1","2","4","4","3","3","4","4","2","3","1","0","3","4","2","1","4","3","1","4","1","2","3","3","4","2","3","3","3","3","1","3","3","3","4","1","4","4","3","3","1","3","3","3","1","1","3","4","4","4","1","4","4","2","3","3","0","3","3","3","17","32","41","35","37","1","27","47","58","72","59","58"
"A00066091","ONE_DAY","VA","3","2","2","4","2","3","4","3","3","3","2","2","2","1","3","2","4","3","0","3","2","3","0","2","3","0","3","4","4","3","2","3","3","3","4","2","4","3","4","4","1","3","0","4","4","1","3","4","4","4","0","3","3","1","3","1","4","3","2","4","19","38","30","32","40","1","22","50","68","54","54","63"
"A00043617","Adult- Age 22-59","V1","1","2","3","4","3","3","3","4","2","3","3","1","4","3","3","3","4","3","2","3","1","3","4","3","3","0","3","3","1","1","2","2","4","3","4","1","3","3","3","3","1","4","4","4","1","1","3","4","4","3","1","3","4","3","2","3","0","4","3","3","20","31","44","35","32","2","47","47","53","74","52","49"
"A00039686","Adult-Age 18-21","V1","4","2","1","4","4","0","4","4","2","4","0","4","0","4","2","0","4","3","3","4","0","0","2","4","2","0","4","4","1","4","0","2","2","4","4","0","4","0","4","4","0","4","0","4","4","0","0","2","4","4","0","0","2","4","4","0","4","2","4","2","4","32","22","42","42","2","21","27","55","38","65","64"
"A00037122","Adult- Age 22-59","V1","0","2","3","4","3","3","4","3","2","3","1","2","3","3","3","1","3","4","3","4","1","3","3","4","3","1","3","3","3","3","1","2","3","3","3","1","4","3","3","4","0","4","2","3","4","1","3","3","3","3","0","3","3","2","2","1","3","3","2","3","11","36","36","35","38","1","27","39","64","64","59","60"
"A00055160","ENROLLED","V1","2","3","3","3","2","3","3","4","3","3","2","1","4","3","2","3","4","2","1","3","0","3","3","2","3","2","1","3","3","2","2","2","3","3","3","2","2","2","3","3","3","4","3","4","2","2","3","4","4","3","1","3","3","1","2","2","2","3","4","3","24","31","37","34","31","1","31","57","56","65","57","48"
"A00054441","ENROLLED","V1","3","2","1","3","3","2","3","3","4","3","1","4","3","1","4","1","3","3","1","4","1","3","3","2","4","1","3","1","3","4","1","1","3","3","4","1","2","1","1","4","0","3","2","3","3","1","4","3","3","4","0","4","4","1","4","1","2","3","4","4","13","34","30","29","45","2","32","38","58","51","42","69"
"A00066319","ONE_DAY- Age 22-59","VA","2","2","2","4","3","2","4","4","4","3","1","3","2","4","3","0","4","2","3","3","0","1","4","3","4","0","3","1","3","3","2","3","4","3","4","2","4","1","4","3","1","4","3","4","2","0","2","4","4","3","0","4","4","3","4","0","4","3","4","4","10","38","34","43","39","2","23","35","65","58","66","60"
"A00035553","Adult- Age 22-59","V1","3","2","2","3","2","2","2","2","2","3","1","1","2","2","2","2","2","2","2","3","3","2","2","2","3","0","3","3","1","2","1","3","1","3","2","2","3","3","1","3","3","1","3","0","1","0","4","1","3","4","3","3","3","1","1","4","1","4","2","2","24","27","28","22","28","1","23","57","50","51","36","43"
"A00059428","ENROLLED","V1","4","1","2","3","3","4","4","2","1","2","3","1","2","1","1","4","2","3","1","2","3","2","3","2","2","1","2","3","0","2","3","2","3","2","3","0","4","3","1","2","4","3","3","3","1","4","3","3","3","3","4","2","2","2","3","3","2","2","1","3","37","28","31","20","27","2","34","69","48","53","26","41"
"A00066781","ONE_DAY","VA","3","1","4","3","3","4","2","3","3","3","4","0","3","1","1","1","0","1","1","4","3","1","1","1","2","4","0","1","2","3","3","1","3","1","2","3","1","3","1","2","3","1","2","0","2","3","2","2","3","2","2","1","3","1","3","3","1","3","3","3","36","11","29","20","30","1","27","74","25","53","32","46"
"A00055116","Child - Age 15","V1","4","1","1","2","0","2","3","2","4","2","3","0","1","3","2","3","1","2","2","2","2","2","0","3","1","3","2","1","2","1","2","1","2","1","3","1","1","2","3","2","3","3","2","1","1","1","1","3","3","1","2","1","2","3","2","1","1","2","3","3","27","17","20","30","20","2","15","56","31","35","44","30"
"A00028339","Adult- Age 22-59","V1","3","3","1","4","3","0","4","4","4","3","1","2","4","4","4","1","4","4","3","4","0","3","3","2","4","0","3","3","2","4","0","3","3","4","4","0","4","2","4","4","0","4","3","3","4","1","2","4","4","4","0","3","4","3","4","0","4","3","3","4","6","39","38","40","46","2","56","29","66","64","61","70"
"A00043739","Adult- Age 22-59","V1","2","3","1","3","3","2","3","3","3","1","2","1","4","3","3","2","3","4","3","4","1","3","2","3","2","0","3","3","2","3","2","1","3","4","4","1","3","3","3","4","1","3","3","3","4","2","3","3","4","4","2","3","2","2","3","1","3","0","4","4","18","32","31","37","39","2","49","45","55","53","56","60"
"A00040091","Older Adult- Age 60-64","V1","1","3","3","4","3","3","3","4","3","3","1","4","3","3","3","1","3","4","1","3","1","2","3","3","3","0","3","4","2","3","2","2","4","3","4","0","2","4","4","4","1","4","2","3","4","2","2","4","4","3","0","4","4","2","4","1","2","1","1","3","13","34","40","33","40","2","60","38","58","67","49","61"
"A00037387","Adult-Age 18-21","V1","3","0","3","3","3","3","2","2","3","2","2","0","2","2","2","3","1","2","3","2","2","1","1","3","1","3","0","2","2","2","4","1","3","2","2","2","1","2","3","1","3","1","2","3","1","3","1","1","3","1","2","1","2","2","3","2","2","2","2","2","32","11","24","31","22","1","18","68","25","45","52","33"
"A00053927","Adult- Age 22-59","V1","3","3","1","4","3","3","2","3","3","3","2","3","0","4","1","0","3","3","2","3","2","3","0","4","3","0","2","3","3","3","3","1","3","4","4","2","2","3","4","4","2","4","0","1","3","0","4","2","4","3","1","4","4","4","4","3","3","2","3","3","21","34","24","40","37","1","48","53","61","45","68","58"
"A00039593","Older Adult- Age 65-85","V1","2","1","1","4","3","1","2","4","4","4","2","3","3","3","4","0","4","4","3","4","1","1","3","3","3","1","2","2","1","3","1","1","3","3","3","1","3","1","3","4","1","4","2","2","3","1","3","3","3","3","0","4","4","3","4","0","2","3","3","3","11","30","33","35","41","2","66","36","52","56","52","63"
"A00056898","ENROLLED","V1","4","4","4","4","4","0","0","4","4","4","0","0","4","4","4","0","4","4","4","4","0","4","4","4","4","0","4","4","4","4","0","4","4","4","4","0","4","0","4","4","0","4","0","4","4","0","4","4","4","4","0","4","4","4","4","0","4","4","4","4","4","40","40","48","48","2","22","27","68","67","75","73"
"A00030912","Older Adult- Age 60-64","V1","1","1","1","4","2","1","4","3","4","2","1","3","3","3","2","1","3","3","3","3","1","2","2","2","2","0","2","3","3","1","2","1","2","3","3","1","2","2","4","2","1","3","2","3","2","1","1","1","3","3","1","1","3","3","3","0","3","2","3","2","11","26","27","38","27","2","62","36","45","46","58","41"
"A00059663","Older Adult- Age 65-85","V1","2","1","1","3","3","3","3","2","3","3","1","2","2","2","3","1","2","3","2","3","1","2","1","2","3","1","3","1","1","3","1","1","3","2","3","1","2","3","3","3","1","3","2","3","3","1","1","2","3","3","1","3","2","2","3","2","3","1","3","2","16","26","23","29","35","2","71","42","45","40","42","53"
"A00058998","Older Adult- Age 65-85","V1","1","2","2","3","4","3","2","2","2","4","2","1","2","2","2","1","2","2","2","4","3","1","1","1","4","2","0","1","1","4","2","4","4","1","4","2","2","3","1","4","1","1","3","3","4","2","3","1","4","4","0","3","4","2","4","0","2","0","2","3","19","23","25","24","45","2","71","46","40","43","33","69"
"A00065302","ONE_DAY-Age 65-85","VA","3","2","2","3","3","1","3","3","3","3","1","3","3","3","3","2","3","3","1","3","2","2","2","1","2","1","2","3","1","2","3","3","1","2","2","1","3","3","3","3","1","3","2","3","3","3","1","3","3","3","1","3","3","2","3","1","2","3","3","2","20","30","31","28","32","2","70","47","52","53","40","49"
"A00034987","Adult- Age 22-59","V1","1","3","2","4","2","3","3","4","4","2","4","4","3","3","1","0","3","3","3","3","2","1","3","4","1","2","2","1","1","3","3","1","3","2","3","3","3","3","3","3","3","3","2","3","1","3","3","2","3","2","1","2","2","3","1","1","3","2","4","3","26","31","30","37","25","2","42","55","53","51","56","38"
"A00055991","Child Age 15","V1","0","2","4","4","4","3","4","3","4","4","4","2","3","2","1","3","3","2","3","3","3","2","4","2","4","3","2","2","3","1","4","2","2","4","4","2","2","3","3","2","2","3","4","3","2","1","3","1","3","4","1","2","3","3","4","3","3","2","3","4","29","30","33","37","37","2","15","59","52","56","56","56"
"A00033734","Older Adult- Age 60-64","V1","1","2","0","4","4","0","4","4","4","2","0","3","3","4","2","3","4","1","2","4","1","3","3","4","3","0","4","1","3","1","2","3","4","3","4","2","4","2","4","4","0","4","2","4","4","1","3","4","4","4","0","4","4","4","3","0","4","2","4","4","10","42","30","44","39","2","63","35","71","51","68","60"
"A00066153","ONE_DAY","VA","2","1","3","3","1","3","2","2","3","1","3","1","4","3","3","3","1","3","3","3","3","2","1","2","2","3","1","3","2","1","3","1","3","3","3","1","1","2","1","2","3","1","1","2","1","3","1","4","3","3","2","2","3","3","1","3","1","3","3","2","32","15","32","31","23","1","21","68","30","57","52","35"
"A00028995","Adult- Age 22-59","V1","3","1","0","4","1","3","3","1","4","1","3","3","3","4","3","4","3","3","4","3","3","1","1","3","1","3","3","3","3","3","3","1","3","3","2","1","3","4","4","3","1","4","3","4","3","4","1","1","4","2","1","1","1","4","1","1","1","1","3","1","30","25","24","44","24","2","49","60","44","41","68","36"
"A00040628","Adult-Age 18-21","V1","1","4","1","4","3","2","3","4","3","3","1","4","3","3","3","1","4","3","3","3","1","3","3","4","4","0","4","3","3","3","2","2","2","4","4","1","4","3","4","3","1","4","3","3","3","1","3","3","4","4","1","4","4","0","0","0","3","4","3","4","12","42","36","38","37","2","20","37","71","61","58","56"
"A00062926","ONE_DAY- Age 22-59","VA","3","2","1","3","2","3","4","3","3","3","1","3","3","3","3","2","3","3","2","3","1","3","2","3","3","1","3","2","1","3","2","1","2","3","3","1","3","2","4","4","1","3","1","3","2","2","2","3","4","3","1","2","2","4","3","2","3","2","4","4","20","32","26","37","36","2","46","47","55","45","56","55"
"A00033647","Older Adult- Age 65-85","V1","2","1","0","4","4","2","3","3","4","3","1","1","3","4","2","2","4","2","3","4","1","2","3","2","3","1","3","3","2","2","1","1","3","3","3","3","2","3","3","4","2","3","3","1","3","2","2","1","4","4","1","3","3","2","3","2","1","1","3","3","20","26","28","35","38","2","68","47","45","48","52","58"
"A00031452","Adult- Age 22-59","V1","3","2","3","4","4","1","4","4","2","4","3","3","3","3","2","1","4","4","0","3","1","2","3","0","4","0","2","4","0","3","2","2","2","3","4","2","4","3","2","4","1","3","3","0","4","2","2","3","3","4","1","4","4","3","3","0","0","2","0","4","17","32","38","20","43","1","50","47","58","67","32","68"
"A00029979","Adult-Age 18-21","V1","3","2","1","4","4","1","4","4","4","3","1","3","3","4","3","1","3","3","3","4","1","3","3","3","3","1","3","3","2","1","3","3","3","4","4","1","4","4","4","4","1","4","2","3","4","1","3","2","4","4","0","4","4","2","4","3","3","4","4","3","17","39","36","41","41","2","20","43","66","61","63","63"
"A00028150","Adult- Age 22-59","V1","0","4","1","3","4","1","3","4","4","3","3","1","2","3","3","1","4","3","4","3","3","1","2","3","3","1","4","3","3","3","3","3","1","3","3","1","3","2","3","3","1","1","3","2","1","3","4","3","3","3","1","4","3","3","3","1","3","1","3","3","19","35","28","37","35","2","44","46","60","48","56","53"
"A00061962","ONE_DAY- Age 22-59","VA","3","3","3","4","3","3","4","4","4","4","2","3","4","4","4","0","3","4","3","4","2","2","1","4","4","2","3","3","3","1","2","3","4","4","4","2","4","1","4","4","2","3","3","4","2","1","3","3","4","4","1","4","4","2","2","0","4","3","4","4","20","39","37","44","40","2","51","47","66","62","68","61"
"A00037582","Adult- Age 22-59","V1","1","2","1","3","3","1","3","3","4","4","0","2","0","4","3","1","3","3","3","3","1","2","1","3","3","4","3","3","3","3","1","3","2","2","4","1","3","3","4","4","1","3","1","2","3","1","3","3","3","3","0","4","3","3","3","0","3","2","3","3","12","34","25","37","39","1","37","40","61","46","62","61"
"A00037767","Adult- Age 22-59","V1","1","2","0","4","4","3","4","4","4","4","0","3","1","4","4","1","4","4","4","4","0","2","2","4","2","0","3","3","3","4","1","1","3","4","4","1","4","1","4","4","0","3","1","3","4","1","3","2","4","4","0","3","3","1","4","0","4","1","4","4","8","36","25","43","46","2","54","32","61","43","66","70"
"A00037111","Adult- Age 22-59","V1","2","4","3","4","2","2","4","2","4","2","0","4","4","4","4","0","4","4","4","3","1","0","4","4","2","0","4","0","2","4","2","4","4","4","4","0","4","1","4","4","0","4","4","4","4","0","2","4","4","4","0","4","2","4","4","0","4","0","4","4","7","42","32","46","41","2","52","31","71","54","72","63"
"A00029075","Older Adult- Age 65-85","V1","3","4","2","4","1","0","3","4","4","3","0","4","4","4","4","4","4","3","4","3","1","1","4","3","3","1","4","3","3","3","1","2","3","3","3","1","3","3","4","4","0","4","3","1","4","1","1","3","4","3","1","3","3","4","1","0","4","1","4","2","13","37","36","42","34","1","71","41","66","64","71","53"
"A00038414","Older Adult- Age 60-64","V1","3","3","2","3","3","3","4","3","4","3","1","3","4","3","3","0","4","3","3","4","0","4","4","3","3","2","4","4","1","3","3","2","4","3","4","0","3","4","4","2","1","4","4","3","1","1","1","3","3","3","1","2","4","2","2","1","3","3","4","4","16","37","42","36","35","2","60","42","63","70","54","53"
"A00037439","Adult- Age 22-59","V1","1","0","1","4","4","3","1","4","4","4","0","4","3","3","4","1","4","4","4","4","0","0","4","4","3","1","3","4","3","4","1","1","3","3","4","1","4","3","4","4","0","4","1","3","3","1","1","3","4","4","0","3","3","4","4","0","3","3","3","4","9","28","36","43","46","1","53","36","51","64","73","73"
"A00039218","Adult- Age 22-59","V1","0","2","0","4","4","0","3","4","4","4","0","2","4","4","4","0","3","4","0","3","0","2","4","4","4","0","2","4","3","4","1","2","0","2","4","0","4","2","3","4","0","2","2","4","3","4","1","4","4","4","0","2","4","2","4","0","2","4","4","4","5","27","36","38","46","1","26","30","50","64","64","73"
"A00052577","Adult- Age 22-59","V1","2","3","0","3","3","3","3","2","2","3","0","3","2","3","3","1","2","3","3","3","1","2","2","3","2","1","2","3","3","3","1","2","3","2","3","1","2","3","3","3","1","3","1","2","4","1","3","2","4","3","1","2","2","3","4","0","2","1","2","2","13","29","24","33","36","2","50","38","50","41","49","55"
"A00028691","Adult- Age 22-59","V1","1","3","2","3","4","3","4","3","3","4","1","0","1","3","3","3","4","4","1","4","3","4","2","0","3","1","4","2","1","3","2","3","0","3","3","3","4","4","4","4","1","4","2","3","4","3","3","3","4","4","0","4","4","1","4","1","4","1","4","4","22","41","28","30","44","2","59","50","69","48","44","67"
"A00039755","Adult- Age 22-59","V1","3","2","2","3","3","2","3","3","2","1","3","1","3","3","1","3","3","3","3","3","2","2","3","3","1","3","1","3","3","3","3","2","3","3","3","2","2","4","1","4","3","3","3","3","2","3","3","3","4","3","2","2","3","1","3","3","3","3","3","3","32","27","36","32","30","2","22","62","47","61","47","46"
"A00037386","Adult- Age 22-59","V1","3","2","3","4","4","1","4","4","4","3","0","3","4","4","4","1","4","4","3","3","0","3","3","3","3","3","3","0","1","3","3","2","3","3","3","1","3","3","4","3","0","4","1","3","3","1","1","3","3","3","0","3","3","1","4","3","3","2","4","3","16","35","33","37","39","2","57","42","60","56","56","60"
"A00065829","ONE_DAY-Age 60-64","VA","1","3","2","4","3","1","3","4","4","1","1","3","4","4","4","1","3","3","3","4","0","2","3","3","1","1","3","2","1","3","1","1","4","3","4","1","3","3","4","4","1","3","2","3","3","1","3","3","4","4","0","2","3","4","3","1","3","1","4","3","10","32","34","41","37","2","60","35","55","58","63","56"
"A00040915","Adult-Age 18-21","V1","3","2","3","3","1","4","4","4","3","2","3","1","3","3","1","4","3","4","4","3","3","1","3","3","1","4","1","3","3","1","4","0","2","1","1","1","0","3","2","4","4","4","3","4","3","1","1","4","4","2","1","0","4","3","3","3","1","4","3","1","35","18","40","36","23","1","21","72","35","70","61","35"
"A00061714","ONE_DAY-AGE 16-17","VA","4","4","4","3","2","0","2","4","3","3","3","3","4","1","3","0","4","2","2","3","0","3","1","1","4","1","4","2","2","2","0","2","1","3","3","3","3","3","3","4","3","4","0","2","3","4","2","4","3","3","1","4","3","0","4","2","3","2","2","3","21","38","30","25","37","1","16","53","68","54","41","58"
"A00061483","ONE_DAY-Age 60-64","VA","3","1","2","4","4","1","1","3","3","3","1","1","2","3","3","1","2","3","3","3","2","2","1","2","2","2","1","1","3","3","1","2","3","1","3","1","2","2","2","3","1","3","1","3","3","3","1","3","3","3","1","2","2","3","3","1","1","1","3","3","18","19","24","33","36","2","62","45","34","41","49","55"
"A00037635","Adult- Age 22-59","V1","1","1","1","4","4","3","4","4","4","4","0","4","4","4","3","0","4","4","4","4","0","3","3","4","3","0","1","4","4","4","0","3","3","4","4","0","4","4","4","4","0","4","3","4","4","0","3","4","4","4","0","3","4","4","4","0","0","3","4","3","4","34","41","48","45","1","59","29","61","72","75","71"
